Restaurant ID,Restaurant,Address,Locality,Cuisines,Average Cost for two,Rating,Rating text,Votes
308940,Sanjha Chula Baba Da,"F-2/9, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,250,1,Not rated,1
18433871,Sri Krishna,"F-2/9, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,200,1,Not rated,0
308928,Sugandh Corner,"F-4/35, Krishna Nagar, New Delhi",Krishna Nagar,South Indian,250,1,Not rated,3
18469838,The Friends Cafe,"F-2/1, Labour Chowk, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Italian",300,1,Not rated,0
18458342,The Muffin Girl,"C-3/2, Krishna Nagar, New Delhi",Krishna Nagar,Bakery,400,1,Not rated,3
18382338,Rainbows,"Ground Floor, F 313/842, Lado Sarai, New Delhi",Lado Sarai,"Bakery, Fast Food",400,3,Average,10
17977751,The Nest,"Qutab Golf Course, Lado Sarai, New Delhi",Lado Sarai,"Continental, Italian, North Indian",2200,4,Good,218
18382373,Burger Head Quarter BHQ,"F 21, Lado Sarai, New Delhi",Lado Sarai,Fast Food,300,1,Not rated,1
18485936,Chez Jerome - Q Cafe,"344/3, 4th Floor, Lado Sarai, New Delhi",Lado Sarai,"Cafe, French",1500,1,Not rated,1
18415370,Mr. Billiken,"F-703, Lado Sarai, New Delhi",Lado Sarai,North Indian,600,1,Not rated,0
18363216,Mulligan Cafe,"Press Enclave Marg, Lado Sarai, New Delhi",Lado Sarai,"South Indian, Fast Food",300,1,Not rated,1
18472689,Naya Adda,"Near 'Made Easy', Lado Sarai, New Delhi",Lado Sarai,Fast Food,200,1,Not rated,0
18385727,OCD - Online Cake Delivery,"M-395, Lado Sarai, New Delhi",Lado Sarai,"Bakery, Desserts",200,1,Not rated,1
18414508,Puja Sandwich House,"F-291/64, MB Road, Lado Sarai, New Delhi",Lado Sarai,Fast Food,300,1,Not rated,1
9571,Ambersari Dhaba,"C-125, Near Flyover Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Fast Food,250,3,Average,44
313491,Arabian Knites,"B-206, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Cafe, Chinese",500,3,Average,7
18260714,Aryan's Rajasthani Pyaz Ki Kachori,"177, E Block, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Street Food,100,3,Average,4
310344,Aviram's Chinese Kitchen,"E- 196, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, Fast Food",250,3,Average,4
9875,Bhagwan Sweets,"25, Krishna Market, Near Gurudwara Singh Sabha, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Mithai, North Indian, Chinese, Street Food",250,3,Average,8
18396161,Chawla,"E 178, Ground Floor, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese",400,3,Average,7
9572,Chinese Hut,"C-222, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, Fast Food",450,3,Average,56
18371289,Flavourz,"Shop 1D-177, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Fast Food,150,3,Average,6
18356840,Lets Bake Love,"A 155, Near Samara Honda, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Desserts",600,3,Average,4
303784,Mahadev Dhaba,"47, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,100,3,Average,10
9906,Sethi's Food Corner,"37, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, North Indian",550,3,Average,40
305581,Sethi's Restaurant,"C-95, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese, Fast Food",700,3,Average,49
9588,Sindhi Kulfi,"Lal Sai Market, Near Tiwari Sweets, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Desserts, Ice Cream",100,3,Average,4
312798,Sri Kamakshi Vilas,"B-223, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"South Indian, North Indian",400,3,Average,9
18361738,The Midnight Hub - C,"G-16, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese, Fast Food",450,3,Average,102
9579,Anand Ji,"3, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Street Food",200,4,Good,183
309816,Happy Hakka,"A-117, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, Asian, Thai",650,4,Good,270
307283,Oberoi's,"D-166, Shop 3, Near Railway Crossing, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,600,4,Good,75
311150,Relax Restaurant,"E-86, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Mughlai",800,4,Good,116
18294237,Al-Rihan,"Shop 10, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Mughlai,250,1,Not rated,0
18455557,All Day 99,"48, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese, South Indian",250,1,Not rated,3
18425773,Anna Dosa,"Shop 8, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,South Indian,300,1,Not rated,3
310358,Chick Chicken House,"A 88, Near Desu Office, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Raw Meats, Fast Food",250,1,Not rated,2
18425161,Chicken King,"Ground Floor, C-196, Near Railway Fatak, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Mughlai,300,1,Not rated,1
308704,Choco Kraft,"C-107, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Desserts",300,1,Not rated,2
18323603,Cocoalicious Delights,"I-54, First Floor, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Desserts",300,1,Not rated,0
18025089,FNV,"C-118, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese",600,1,Not rated,2
18264993,Food En Vouge,"C-118, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,400,1,Not rated,0
18429151,Food Junction,"27, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Chinese,300,1,Not rated,0
18429161,Gian Ji Punjabi Dhaba,"43, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,150,1,Not rated,0
18425781,Govinda,"E-196B, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Street Food,100,1,Not rated,1
18446391,Intermission,"Shop 1, D-166, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Fast Food",200,1,Not rated,3
18481310,Karma Cafe & Lounge,"B-206, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese",350,1,Not rated,1
18425777,Lotes Bakes,"Shop 55, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Bakery,300,1,Not rated,0
18429157,New Anna Ka Dosa,"42, Main Market, Near Gurudwara, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,South Indian,250,1,Not rated,1
18265712,New Sethi's,"E-209, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Mughlai, North Indian",500,1,Not rated,0
9599,Punjab Sweets,"C-222, Near Railway Crossing, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Mithai, Street Food",150,1,Not rated,2
18425148,Shri Ram Dhaba,"Shop 18, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,200,1,Not rated,0
18265724,Standard Punjabi Food,"E-93, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,200,1,Not rated,3
18458659,Sunrise Bakery,"C-96, Ground Floor, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Bakery,400,1,Not rated,0
18424905,Taste of Spice,"C-222, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,400,1,Not rated,0
18410302,The Celiac Kitchen,"C-53/54, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,500,1,Not rated,0
7856,Aggarwal Sweet Corner,"J-35 B, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Chinese, Street Food, Mithai",300,3,Average,22
18365894,Behrouz Biryani,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Biryani,600,3,Average,32
18441523,Biryani Blues,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Biryani, Hyderabadi",1000,3,Average,8
18400728,Burger King,"J-2, 25AB, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Burger, Fast Food",500,3,Average,45
310345,Domino's Pizza,"D/34, Plot 11, Ground Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Pizza, Fast Food",700,3,Average,47
9596,Gopal (Sindhi) Restaurant,"1 & 2, Lal Sai Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Mughlai",650,3,Average,59
302577,Kabul Delhi,"I-83, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Afghani,550,3,Average,39
18334458,Khan Chacha,"D35, Ground Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Mughlai, North Indian",650,3,Average,31
4847,Pizza Hut Delivery,"K-95, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Italian, Pizza, Fast Food",800,3,Average,54
2601,Punjabi Jaika,"C-57, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Street Food",250,3,Average,40
3490,Rozy Restaurant,"J-23 A, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, South Indian, Chinese",500,3,Average,50
18349930,Taj Cafe,"3rd Floor, I-2, Central market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Chinese",600,3,Average,18
7735,Tewari Sweets,"O-3/20, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Mithai, North Indian, South Indian, Chinese, Street Food",500,3,Average,33
301239,The Burger Hut & Cake Shop,"C-160, Near Roxy Drycleaner, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Burger, Fast Food, Chinese, Bakery",300,3,Average,41
7861,Angel's Basket,"C-152, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Bakery,200,4,Good,70
491,Bikanervala,"A-80, Central Market, Near Axis Bank, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,4,Good,269
553,Haldiram's,"45, Ring Road, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,4,Good,472
18426285,Moon of Taj,"I-29A, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Desserts,500,4,Good,21
18345810,Tongue Thai'd,"C-12, Ground Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Asian, Thai",1000,4,Good,57
7906,Udupi Sai Sarover,"A-91B, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, South Indian, Chinese",550,4,Good,63
311593,Wagh Bakri Tea Lounge,"C-15, Ground Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Cafe,550,4,Good,54
18466740,K2 Multi Cuisine Restaurant,"A-44, 1st Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Mughlai, Nepalese, Tibetan, Korean",1000,1,Not rated,2
1533,Tibet Kitchen,"G-15, Old Double Storey, Lajpat Nagar 4, New Delhi",Lajpat Nagar 4,"Tibetan, Chinese",500,4,Good,515
9529,Baba Nagpal Corner,"7/25, Old Double Storey, Gupta Market, Lajpat Nagar 4, New Delhi",Lajpat Nagar 4,"North Indian, Street Food",150,4,Very Good,577
311466,Burger Street,"C 7/191, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,Fast Food,300,3,Average,32
5358,Dilli Zaika,"B-4/96 A, Keshavpuram, Lawrence Road, New Delhi",Lawrence Road,"Fast Food, South Indian, Chinese",300,3,Average,23
301532,Mughal Chic Inn,"Near Petrol Pump, Hatoda Ram Park, Main, Lawrence Road, New Delhi",Lawrence Road,"Mughlai, North Indian",600,3,Average,23
18336529,Nutrition Theka,"Shop A-4, Block B-4, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,Cafe,500,3,Average,12
301530,Punjabi Chaap Corner,"B-4/317 A, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"North Indian, Fast Food",550,3,Average,20
18317975,Samosa Street,"2149, Old Bus Stand, Tri Nagar, Lawrence Road, New Delhi",Lawrence Road,"Fast Food, Street Food",200,3,Average,7
18469935,Shanu's Chicken Planet,"1, Block C8, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"North Indian, Mughlai, Chinese, Italian",450,3,Average,11
300874,Shanu's Food Shop,"3, Block C8, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"North Indian, Chinese, Fast Food",450,3,Average,13
18357561,Bigbee,"Shop A5, B4, DDA Market, Keshavpuram, Lawrence Road, New Delhi",Lawrence Road,Bakery,100,1,Not rated,0
18445793,Delhi 6 Cafe,"C-7/85, Near Mother Dairy, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"Chinese, South Indian",300,1,Not rated,0
18458348,Lala Ji Sweets,"Shop 2829/208, Old Bus Stand, Tri Nagar, Lawrence Road, New Delhi",Lawrence Road,"Mithai, Street Food",300,1,Not rated,0
18449646,MK's Chinese Food,"Shop 19, A-1 Block, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"Chinese, Fast Food",250,1,Not rated,0
18445784,Nirvana The Divine Kitchen,"B-4, 1st Floor, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"North Indian, Chinese",700,1,Not rated,0
18378861,Preechen,"Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"North Indian, Fast Food",400,1,Not rated,0
301677,Rahul Eggs,"B-4/300 A, Main Road, Near Keshavpuram Metro Station, Near, Lawrence Road, New Delhi",Lawrence Road,"Fast Food, South Indian",400,4,Very Good,762
8537,7 Stick,"D-32, Laxmi Nagar, New Delhi",Laxmi Nagar,"Pizza, Fast Food",250,3,Average,8
18268367,Aashirwad Restaurant,"B-125, Mangal Bazar Road, Guru Nanak Pura, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Chinese",400,3,Average,5
18244534,Amar Bakery,"72-B, Vikas Marg, Opposite Metro Pillar 50, Laxmi Nagar, New Delhi",Laxmi Nagar,"Fast Food, Mithai, Bakery",250,3,Average,13
8517,Apni Rasoi,"A2, Ganesh Nagar, Laxmi Nagar, New Delhi",Laxmi Nagar,North Indian,400,3,Average,24
310653,Baked Buns,"6/276, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,500,3,Average,18
312479,Banspi,"L-25, Vijay Chowk, Laxmi Nagar, New Delhi",Laxmi Nagar,Chinese,350,3,Average,13
18222593,Benchmark,"D-323, Street 11-12, Laxmi Nagar, New Delhi",Laxmi Nagar,"Chinese, Continental, Mexican",500,3,Average,14
2012,Bobby Tikki Wala,"D-100, Vikas Marg, Laxmi Nagar, New Delhi",Laxmi Nagar,Street Food,250,3,Average,74
6265,Cafe Coffee Day,"G 4, Sikka Galaxy, ISC, Shrestha Vihar, Laxmi Nagar, New Delhi",Laxmi Nagar,Cafe,450,3,Average,18
9829,Cafe Coffee Day,"A 47, Ground Floor, Gurunanak Road, Opposite V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,Cafe,450,3,Average,14
311949,Canteeno,"D-61, Gali 3, Opposite Pillar 31, VIkas Marg, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Chinese",200,3,Average,7
18421027,Chai Mantra,"Opposite Laxmi Vaishno Dhaba, Jawahar Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Fast Food, Beverages",200,3,Average,15
304957,Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,"8, CR Road, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,North Indian,200,3,Average,9
305948,Chandni Chowk Parantha Corner,"10, Latika Park, Laxmi Nagar, New Delhi",Laxmi Nagar,North Indian,100,3,Average,8
306113,Chauhan Laxmi Sweets,"D Block Market, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,Mithai,150,3,Average,11
305987,Chawla's The Cake Room,"6, Krishan Kunj, Laxmi Nagar, New Delhi",Laxmi Nagar,"Bakery, Fast Food, Beverages",250,3,Average,17
4935,China Town,"F-169/A, Main Market, Laxmi Nagar, New Delhi",Laxmi Nagar,Chinese,250,3,Average,11
313265,Domino's Pizza,"1st Floor, D-32, Plot 7-9/A, Near Sai Mandir, Laxmi Nagar, New Delhi",Laxmi Nagar,"Pizza, Fast Food",700,3,Average,46
18414470,Faasos,"A-160, Near Laxmi Nagar Metro Pillar  41 & 42, Vikas Marg, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Fast Food",600,3,Average,10
18377903,Fast Trax,"Opposite V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,250,3,Average,4
300729,Finger Licious,"A-72, Near Laxmi Nagar Metro Station, Guru Nanak Pura, Laxmi Nagar, New Delhi",Laxmi Nagar,"Bakery, Fast Food",200,3,Average,188
9850,Gulshan Pastry Shop,"A 73, Silver Complex, Shakarpur, Madhuban Chowk, Laxmi Nagar, New Delhi",Laxmi Nagar,Bakery,200,3,Average,9
4939,Handa's,"292, Near Radhu Palace Cinema, West Guru Angad Nagar, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Chinese",500,3,Average,8
18416369,Homely Delight,"J 3/126, Kishankunj, Laxmi Nagar, New Delhi",Laxmi Nagar,"Mughlai, Biryani",400,3,Average,7
311194,Jahangeer Foods,"B-44, Guru Nanak Pura, Near V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Mughlai",500,3,Average,64
1205,Kaleva,"17, Shanker Vihar, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Mithai",400,3,Average,61
305949,Laxmi Vaishno Dhaba,"E - 24, Jawahar Park, Laxmi Nagar, New Delhi",Laxmi Nagar,North Indian,300,3,Average,13
18400760,Little Pleasure Restaurant & Cafe,"D 223, Shop 58, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Chinese",600,3,Average,7
18372696,Mauryan Multi Cuisine Restaurant,"A-6, Priya Darshani Vihar, Near Makkar Hospital, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Chinese",900,3,Average,31
9849,Mehta Food Junction,"434/113, Veer Savarkar Block, Shakarpur, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, South Indian",300,3,Average,8
305298,Om Bikaner Wale,"A-64, Vikas Marg, Laxmi Nagar, New Delhi",Laxmi Nagar,"Mithai, Street Food",200,3,Average,8
18451584,Ovenstory Pizza,"Laxmi Nagar, New Delhi",Laxmi Nagar,"Pizza, Fast Food",500,3,Average,17
18291212,Prasadam,"G-57, Vikas Marg, Near Walia Nursing Home, Laxmi Nagar, New Delhi",Laxmi Nagar,"South Indian, Fast Food",400,3,Average,34
6072,Priyanshi Fast Food,"H 43, Laxmi Nagar, New Delhi Lado Sarai",Laxmi Nagar,South Indian,300,3,Average,29
308253,Punjabi Tadka,"Shop 4, Gali 2, West Guru Angad Nagar, Main Market, Laxmi Nagar, New Delhi",Laxmi Nagar,North Indian,350,3,Average,21
18354257,Pyaali,"1st Floor, 72 A, Opposite Metro Pillar Number 50, Vikas Marg, Laxmi Nagar, New Delhi",Laxmi Nagar,"Fast Food, Tea",200,3,Average,7
6095,Ruby Dhaba,"G 576, Khureji Khas, Laxmi Nagar, New Delhi",Laxmi Nagar,North Indian,500,3,Average,25
305942,Shree Manakamna Fast Food,"267, Ek Minar Masjid Road, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,Chinese,300,3,Average,31
18208895,The Chinese Hut,"M-134, Jagat Ram Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Chinese, Fast Food",350,3,Average,10
309190,The Chinese Hut,"Shop 9, West Guru Angad Nagar, Laxmi Nagar, New Delhi",Laxmi Nagar,"Chinese, Fast Food",300,3,Average,23
18472702,The Chinese Kitchen,"F-11, Shop 10, Vijay Chowk, Laxmi Nagar, New Delhi",Laxmi Nagar,Chinese,350,3,Average,7
311331,Twenty Four Seven,"E-371, Nirman Vihar, Near, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,250,3,Average,13
18418242,Vegie Kitchen,"Shop 3, Krishan Kunj, Main Market, Laxmi Nagar, New Delhi",Laxmi Nagar,"Chinese, North Indian",250,3,Average,10
18365372,Behrouz Biryani,"Laxmi Nagar, New Delhi",Laxmi Nagar,Biryani,600,4,Good,22
18415367,Burger King,"F-15 ,Vijay block, Laxmi Nagar, New Delhi",Laxmi Nagar,"Burger, Fast Food",500,4,Good,66
18382755,Mohit di Hatti,"93-B,Guru Ram Das Nagar, Main Market, Laxmi Nagar, New Delhi",Laxmi Nagar,Street Food,200,4,Good,70
312385,Play Pizza,"Shop 2, DDA Market, Opposite V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,"Italian, Pizza",600,4,Good,270
18345730,Sushiya Express,"L 49, Laxmi Nagar, New Delhi",Laxmi Nagar,"Sushi, Asian",800,4,Good,40
312639,Tantrum Coffee Bar,"Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,"Cafe, Pizza",500,4,Good,54
18381652,Chawla's Tandoori Junction,"G1,2,3, Metroplex East Mall, Old Radhu Palace,  Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Mughlai",500,1,Not rated,3
18440186,Chennai Express Greens,"U-135, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,South Indian,250,1,Not rated,0
18421464,Omi Pizza,"D 3/93, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,350,1,Not rated,0
18440394,South Indian & Chinese Fast Food,"U-112, B/ 1, Vikas Marg, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,"South Indian, Chinese, Fast Food",350,1,Not rated,0
18441680,The Khoj Cafe Restaurent,"Galli 11-12, D-324, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Chinese, North Indian",300,1,Not rated,0
6122,Bharat Chicken Inn,"G-1, CSC, Pankaj Plaza, DDA Market, Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,"Mughlai, Fast Food, North Indian",800,2,Poor,41
584,Nathu's Sweets,"F-17, Vijay Block, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",400,2,Poor,121
4725,Wah Ji Wah,"B-35, Gurunanak Pura, Near V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,"North Indian, Chinese",500,2,Poor,120
18070486,QD's Restaurant,"A-47, GuruNanakpura, Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,"Chinese, North Indian, Fast Food, Italian",800,4,Very Good,675
3943,Henri's Bar - Le Meridien,"Le Meridien, Windsor Place, Janpath, New Delhi","Le Meridien, Janpath",Finger Food,2000,3,Average,20
3246,Le Belvedere - Le Meridien,"Le Meridien, Windsor Place, Janpath, New Delhi","Le Meridien, Janpath",Chinese,5000,4,Good,114
4380,Longitude - Le Meridien,"Le Meridien, Windsor Place, Janpath, New Delhi","Le Meridien, Janpath",Cafe,2000,4,Good,90
6600,Nero - Le Meridien,"Le Meridien, Windsor Place, Janpath, New Delhi","Le Meridien, Janpath",Finger Food,3000,4,Good,39
3937,The One - Le Meridien,"Le Meridien, Windsor Place, Janpath, New Delhi","Le Meridien, Janpath",Continental,4500,4,Good,273
