Restaurant ID,Restaurant,Address,Locality,Cuisines,Average Cost for two,Rating,Rating text,Votes
7526,Standard Burfee,"2750/21, Ajmal Khan Road, Karol Bagh, New Delhi",Karol Bagh,"Mithai, Street Food",200,4,Good,100
306403,Subway,"15A/63, WEA, Karol Bagh, New Delhi",Karol Bagh,"American, Fast Food, Salad, Healthy Food",500,4,Good,118
1301,Suruchi,"15-A/56, Ajmal Khan Road, Opposite Roopak Store, Karol Bagh, New Delhi",Karol Bagh,"Gujarati, Rajasthani, North Indian, Fast Food",700,4,Good,603
1904,Tera Hotel,"4, Ghaffar Market, Karol Bagh, New Delhi",Karol Bagh,North Indian,350,4,Good,149
18322672,The Diet Kitchen,"Karol Bagh, New Delhi",Karol Bagh,"Continental, Healthy Food",700,4,Good,39
5560,The Spot,"3379, DB Gupta Road, Near Police Station, Karol Bagh, New Delhi",Karol Bagh,Chinese,350,4,Good,109
307332,Wrapss,"Near City Hospital, Pusa Road, Karol Bagh, New Delhi",Karol Bagh,"Chinese, Fast Food",350,4,Good,214
311755,Wrapss,"B-1/8, Apsra Arcade, Near Karol Bagh Metro Station Gate 7, Karol Bagh, New Delhi",Karol Bagh,"Chinese, Fast Food",350,4,Good,64
18396684,Al Naseem Foods Shawarma,"6330, Main Road, Bara Hindu Rao, Karol Bagh, New Delhi",Karol Bagh,Fast Food,200,1,Not rated,0
18453049,Ganpati Bhoj,"3270, Bahadurgarh Road Azad Market, Karol Bagh, New Delhi",Karol Bagh,North Indian,350,1,Not rated,1
312000,Pandit Dhaba,"Near Filmistan Studio, Rani Jhansi Road, Karol Bagh, New Delhi",Karol Bagh,North Indian,300,1,Not rated,0
18203154,Red Chili Potato,"East Park Road, Karol Bagh, New Delhi",Karol Bagh,Chinese,150,1,Not rated,0
305360,Cafe Coffee Day,"422 D, Ground Floor, Metro Station, Karol Bagh, New Delhi",Karol Bagh,Cafe,450,2,Poor,32
1923,Jade Garden,"5/66, Padam Singh Road, Karol Bagh, New Delhi",Karol Bagh,Finger Food,1000,2,Poor,52
8933,Art of Spices,"B-1/3, Behind City Hospital, Pusa Road, Karol Bagh, New Delhi",Karol Bagh,"Fast Food, North Indian, Mughlai",500,4,Very Good,841
312003,Sindhi Corner,"Prahlad Market, Deshbandhu Gupta Road, Karol Bagh, New Delhi",Karol Bagh,Street Food,200,4,Very Good,74
18446504,The Feast House,"1-B, Pusa Road, Near Karol Bagh Metro Station, Karol Bagh, New Delhi",Karol Bagh,"Continental, North Indian, American, Italian, Mexican",1050,4,Very Good,142
3541,Zaffran,"N-2, Greater Kailash (GK) 1, New Delhi","Kasbah, Greater Kailash (GK) 1","North Indian, Mughlai",2000,5,Excellent,524
189,McDonald's,"ISBT, Railway Station, Kashmiri Gate, New Delhi",Kashmiri Gate,"Fast Food, Burger",500,3,Average,132
18322651,Captain Grub,"Khan Market, New Delhi",Khan Market,"American, Fast Food",1000,3,Average,18
5586,M:Eat by Blanco,"53-B, Khan Market, New Delhi",Khan Market,"Bakery, Desserts",300,3,Average,29
303574,Omazoni,"48, Prithviraj Market, Khan Market, New Delhi",Khan Market,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",650,3,Average,120
304628,Prabhu Chaat Bhandar,"Dholpur House, Shahjahan Road, Near UPSC Office, Khan Market, New Delhi",Khan Market,Street Food,150,3,Average,242
4624,Sugar & Spice - Le Marche,"58-A, Khan Market, New Delhi",Khan Market,"Bakery, Fast Food",800,3,Average,89
1614,Big Chill,"68-A, Khan Market, New Delhi",Khan Market,"Italian, Continental, European, Cafe",1500,5,Excellent,4986
8244,Big Chill,"35, Khan Market, New Delhi",Khan Market,"Italian, Continental, European, Cafe",1500,5,Excellent,1569
3406,Amici Cafe,"47, Middle Lane, Khan Market, New Delhi",Khan Market,"Cafe, Pizza, Italian",1200,4,Good,863
309576,Azam's Mughlai,"1-B, Khan Market, New Delhi",Khan Market,Mughlai,600,4,Good,157
4741,Boombox Cafe,"2 & 3, Khan Market, New Delhi",Khan Market,"American, Italian, North Indian, Chinese, Lebanese",2000,4,Good,1428
310674,Cafe Illuminatii,"2nd Floor, Shop 18, Inner Lane, Khan Market, New Delhi",Khan Market,"Continental, Kashmiri, Italian, North Indian, Moroccan",2500,4,Good,300
1901,Cafe Turtle,"Shop 23, 1st & 2nd Floor, Khan Market, New Delhi",Khan Market,"Cafe, Italian, Lebanese",1000,4,Good,574
813,China Fare,"27-A, Khan Market, New Delhi",Khan Market,Chinese,1000,4,Good,243
304989,Chokola,"67-A, Khan Market, New Delhi",Khan Market,"Cafe, Desserts, Bakery",700,4,Good,391
300642,Cravings By Arshi Dhupia,"100, Golf Links, Near, Khan Market, New Delhi",Khan Market,"Bakery, Desserts, Fast Food",800,4,Good,29
307284,Harry's Bar + Cafe,"2nd Floor, Shop 62, Khan Market, New Delhi",Khan Market,"Mediterranean, American, Asian",1700,4,Good,395
844,Khan Chacha,"Shop 50, 1st Floor, Middle Lane, Khan Market, New Delhi",Khan Market,"Mughlai, North Indian",650,4,Good,2860
308337,La Bodega,"1st Floor, 29-B, Middle Lane, Khan Market, New Delhi",Khan Market,Mexican,1700,4,Good,505
307822,La Vie,"51-A, Khan Market, New Delhi",Khan Market,"Italian, European",1400,4,Good,454
3425,Latitude 28,"9, 2nd Floor, Khan Market, New Delhi",Khan Market,"American, Continental, Italian",2000,4,Good,203
6271,Laziz Kabab (Subhash Restaurant),"19, Prithvi Raj Market, Khan Market, New Delhi",Khan Market,Mughlai,400,4,Good,79
312710,Mr. Choy,"15, Middle Lane, Khan Market, New Delhi",Khan Market,"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai",1200,4,Good,287
18255125,Public Affair,"67-68, Khan Market, New Delhi",Khan Market,European,2100,4,Good,199
18285728,Qureshi Kabab,"L-2, Gate 4, Metro Station, Khan Market, New Delhi",Khan Market,Mughlai,450,4,Good,17
305686,Side Wok,"19, Khan Market, New Delhi",Khan Market,"Burmese, Chinese, Japanese, Malaysian, Thai",2000,4,Good,372
154,Subway,"8-C, Khan Market, New Delhi",Khan Market,"American, Fast Food, Salad, Healthy Food",500,4,Good,188
18361747,t Lounge by Dilmah,"Flat 44, 1st Floor, Khan Market, New Delhi",Khan Market,"Cafe, Tea, Desserts",800,4,Good,34
9618,The Blue Door Cafe,"66, Middle Lane, Khan Market, New Delhi",Khan Market,"Italian, French, European, Cafe",1700,4,Good,774
307370,The Coffee Bean & Tea Leaf,"62, Middle Lane, Khan Market, New Delhi",Khan Market,Cafe,700,4,Good,256
307802,Town Hall,"60-61, Near Dayal Opticals, Middle Circle Lane, Khan Market, New Delhi",Khan Market,"Japanese, Thai, Italian, Asian",2500,4,Good,1186
307799,Wok  In The Clouds,"Shop 52, Khan Market, New Delhi",Khan Market,"Chinese, Thai, Continental, North Indian",2000,4,Good,669
18486842,Cafe Coffee Day,"Shop 34, Main Market, Khan Market, New Delhi",Khan Market,Cafe,450,1,Not rated,2
18419910,Civil House,"26, Khan Market, New Delhi",Khan Market,"European, Continental, Pizza",1700,4,Very Good,113
4296,L'Opera,"5-B, Khan Market, New Delhi",Khan Market,"Bakery, Desserts, Fast Food",400,4,Very Good,518
2632,Mamagoto,"53, 1st Floor, Middle Lane, Khan Market, New Delhi",Khan Market,"Asian, Thai, Chinese",1600,4,Very Good,1330
7227,Out Of The Box,"5, Khan Market, New Delhi",Khan Market,"North Indian, Lebanese, Mexican, Asian, Italian, American, European",1550,4,Very Good,1203
18221038,Parallel,"12, Khan Market, New Delhi",Khan Market,"Continental, American",2000,4,Very Good,79
313299,Perch Wine & Coffee Bar,"71, 1st Floor, Khan Market, New Delhi",Khan Market,"Cafe, European",2000,4,Very Good,551
300656,Smoke House Deli,"17, 1st Floor, Khan Market, New Delhi",Khan Market,"Italian, European, Cafe",1650,4,Very Good,1093
313207,Smokey's BBQ and Grill,"51, 1st Floor, Khan Market, New Delhi",Khan Market,"American, European",2100,4,Very Good,578
309788,SodaBottleOpenerWala,"73, Khan Market, New Delhi",Khan Market,"Parsi, Iranian",1300,4,Very Good,1914
18082237,The Artful Baker,"Shop 13-B, Khan Market, New Delhi",Khan Market,"Bakery, Fast Food",600,4,Very Good,220
311531,The Big Chill Cakery,"Main Market, Khan Market, New Delhi",Khan Market,"Bakery, Desserts",700,4,Very Good,912
18273615,The Chatter House,"58, 1st & 2nd Floor, Khan Market, New Delhi",Khan Market,"Finger Food, Italian, North Indian",1800,4,Very Good,436
17953908,Amaze Dining,"G-82, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",1100,3,Average,10
305722,Amritsari Naan & Kulcha,"B-1/2, Saraswati Garden, Shani Mandir, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,250,3,Average,12
18430600,Bangla Sweets,"A-2, Near Metro Pillar 329, Kirti Nagar, New Delhi",Kirti Nagar,"Mithai, North Indian, South Indian, Chinese, Bakery",450,3,Average,13
18441800,Bj's Lounge & Cafe,"1-5 & 6, Opposite Pillar 332, Kailash Park, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",700,3,Average,11
18337965,BTW,"A-17, Tagore Market, Kirti Nagar, New Delhi",Kirti Nagar,"Street Food, South Indian, Mithai",400,3,Average,19
300452,Cabana's Kabab & Curry's,"I-1, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai, Chinese",450,3,Average,73
5590,Cafe Coffee Day,"Main Road, Metro Pillar 338, Kirti Nagar, New Delhi",Kirti Nagar,Cafe,450,3,Average,23
18070502,Chaap Point,"Appu Town, Near Gol Chakkar Park, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,Fast Food,150,3,Average,11
312098,Chicken Chilli Corner,"E-361, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, North Indian",500,3,Average,10
303635,Chinese Dragon,"N-8, Opposite Kirti Club, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Fast Food",550,3,Average,49
302456,Copper Restro Bar,"F-37, Central Market, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Continental",1200,3,Average,15
9549,Corner Sweets,"2 & 3, Corporation Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Mithai, Street Food",200,3,Average,100
306488,D'Casa,"Shop A-3, Kailash Park, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Italian, Fast Food",1100,3,Average,63
302142,Delhi 15,"N-46, Scooter Market, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai, Chinese",800,3,Average,45
18350118,Dialogue Lounge & Cafí©,"A 21, Tagore Market, Kirti Nagar, New Delhi",Kirti Nagar,"Cafe, Continental",750,3,Average,4
7396,Domino's Pizza,"A-22, Ground Floor, Tagore Market, Kirti Nagar, New Delhi",Kirti Nagar,"Pizza, Fast Food",700,3,Average,57
18435836,Flavours From Heaven,"Building 6, Laxmi Garden, Opposite Metro Pillar 337, Near Ramesh Nagar Metro Station, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",650,3,Average,12
18277180,Flavours Of Biryani,"Ramesh Nagar, Near Kirti Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Biryani, Mughlai",400,3,Average,35
18366018,Flirty Momo's,"R-361, Main Chowk, Near Tilak Market, Kirti Nagar, New Delhi",Kirti Nagar,Chinese,350,3,Average,6
308555,Gedi Grill,"69/6-A, Najafgarh Road, Opposite Moments Mall, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai, Chinese",700,3,Average,143
306662,Green Chick Chop,"Shop 12, Old Market, Ramesh Nagar, Near Kirti Nagar, New Delhi",Kirti Nagar,"Raw Meats, North Indian, Fast Food",350,3,Average,23
310253,Indian Bites,"G-1, Metro Station, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Continental",550,3,Average,41
5664,Karan's Vaishno Dhaba,"B-14, Tilak Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,300,3,Average,29
18460329,Le Swaadik,"B17, Tilak Market, Ramesh Nagar, Near MCD Community Hall, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",500,3,Average,13
18360284,Let's Meet Up,"I-1, Shop 2, Kirti Nagar, New Delhi",Kirti Nagar,"Fast Food, Bakery",350,3,Average,16
9552,Madan's Kabab Centre,"1515, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai",600,3,Average,31
308156,Midnight Fries,"D 40, Industrial Area, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Italian, Fast Food",550,3,Average,46
308189,Moradabadi Biryani,"E 361, Double Storey, Ramesh Nagar, Near, Kirti Nagar, New Delhi",Kirti Nagar,"Lucknowi, Biryani",300,3,Average,9
300448,Namdhari's Icecream & Bakers,"J-38, Near Ramesh Nagar, Najafgarh Road, Kirti Nagar, New Delhi",Kirti Nagar,"Desserts, Bakery, Fast Food",300,3,Average,23
311944,Pahariya Chicken Corner,"Shop 2, New Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Raw Meats, Fast Food",400,3,Average,7
9550,Pahariya Chicken,"C-5, Tilak Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,450,3,Average,15
18198179,Pappi Machhi Wala,"Opposite Adarsh School, Near Furniture Market, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,450,3,Average,9
7400,Pizza Hut Delivery,"A-25, Tagore  Market, Kirti Nagar, New Delhi",Kirti Nagar,"Italian, Pizza, Fast Food",800,3,Average,67
309289,Polka Cakes & Coffee,"Shop 5/27, Near Gurudwara, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Fast Food, Chinese, Bakery",400,3,Average,17
18365872,Punjabi Joint,"Shop 1, 40 DLF Industrial Area, Alishan Building, Kirti Nagar, New Delhi",Kirti Nagar,"Mughlai, North Indian, Chinese",600,3,Average,4
9050,Rain Tree Grill,"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Mughlai",1200,3,Average,74
18366011,Resunga Food Corner,"Shop 24, Tilak Market, Near Gol Chakkar, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Mughlai",600,3,Average,5
305720,Shri Ram Poori Wale,"Near Metro Pillar 316, Najafgarh Road, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,Street Food,50,3,Average,8
4036,Supa's Restaurant,"H-31, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",800,3,Average,50
5658,Swad Fast Food,"34A, Single Storey, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, South Indian",300,3,Average,16
5659,Syall Kotian Da Dhaba,"45-46, Banda Bairagi Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,600,3,Average,20
18265677,The Krib,"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",Kirti Nagar,"Italian, Continental",2500,3,Average,14
309998,Turtle Bay,"Plot 8, Laxmi Garden, Opposite Metro Pillar 337, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Fast Food",1100,3,Average,74
18201995,Yakooz,"C-7, Tilak Market, Major Pankaj Batra Marg, Block 6, Sharda Puri, Ramesh Nagar, Near Kirti Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Hyderabadi, North Indian",550,3,Average,20
306245,Above & Beyond,"A 22-23, 1st Floor, Tagore Market, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Mughlai, Continental",1200,4,Good,133
306168,Bawa Chicken,"42, DLF Industrial Area, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai, Chinese",650,4,Good,98
18365996,Chatore,"Shop 2, I-78, Main Market, Kirti Nagar, New Delhi",Kirti Nagar,Street Food,250,4,Good,26
311448,Chocomore,"2nd Floor, F 40, Kirti Nagar, New Delhi",Kirti Nagar,Bakery,500,4,Good,68
303350,Clay 1 Grill,"A-10, 1st Floor, Najafgarh Road, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai",1000,4,Good,283
18378056,Firangi Island,"62, Rama Road, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Continental, Italian",1200,4,Good,21
9513,Jeet Chaat Bhandar,"Opposite Metro Pillar 367, Near Red Light, Kirti Nagar, New Delhi",Kirti Nagar,Street Food,150,4,Good,23
18303704,Mr. Grill,"Shop  4, A-1, Ground Floor, Kailash Park, Near Metro Pillar 330, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",600,4,Good,55
308111,Tikka Junction,"N-40, Opposite Scooter Market, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",750,4,Good,102
312922,Momos Hut & Chinese Food,"6, Single Storey, Ground Floor, Near Gurudwara Singh Sabha, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Fast Food",500,2,Poor,20
3918,Wah Ji Wah,"B-6/1, Double Story, Near Metro Pillar 371, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,350,2,Poor,54
308784,Yo! China,"Shop 5, 2nd Floor, Food Court, Moments Mall, Kirti Nagar, New Delhi",Kirti Nagar,Chinese,800,2,Poor,39
2316,Aapki Apni Rasoi,"F 20/10 Mandir Marg, Near Goyal Book Depot, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,200,3,Average,6
2315,Aapki Rasoi,"F 20/10 Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,250,3,Average,15
313307,Advance Bakery,"A-8, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food, Street Food",200,3,Average,7
301208,Apni Rasoi,"A-45/2, Swana Cinema Road Main Chowk, East Azad Nagar, Near Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",300,3,Average,16
18386203,Bakeyard,"26A South Anarkali Extension Opposite Community center, Baldev Park, Krishna Nagar, New Delhi",Krishna Nagar,Bakery,300,3,Average,6
18258507,Bharat Chicken Inn Foods,"157, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,Mughlai,400,3,Average,9
313091,Bobby Veg Corner,"F-1/1, Krishna Nagar, New Delhi",Krishna Nagar,Chinese,350,3,Average,5
313381,Brunch Point,"B-15, Opposite Khandelwal Hospital, East, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,150,3,Average,4
301201,Bunty Dhaba,"410, Jheel Khuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",500,3,Average,50
309496,Chandni Chowk Ka Sonu Parathe Wala,"Opposite Jheel Khuranja Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,100,3,Average,12
2297,Chankya,"C-6/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Fast Food, South Indian",500,3,Average,79
305003,Chaudhary Di Hatti,"4, Post Office Block, Near Arya Samaj Mandir, Krishna Nagar, New Delhi",Krishna Nagar,"Desserts, Street Food",150,3,Average,20
306310,Cook Du Kdu,"B-15, Near Shri Ram Singh Hospital, East Krishna Nagar, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese, Mughlai",650,3,Average,52
18332058,Daawat Restaurant,"D-3/11, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese, South Indian",500,3,Average,26
18128895,Delhi Dairy,"D-10, Main Kanti Nagar Market, Krishna Nagar, New Delhi",Krishna Nagar,"Fast Food, North Indian, South Indian, Chinese, Bakery",350,3,Average,11
312747,Domino's Pizza,"Ground Floor, 10, Shiv Puri, Main Patparganj Road, Krishna Nagar, New Delhi",Krishna Nagar,"Pizza, Fast Food",700,3,Average,13
6128,Domino's Pizza,"K-74/A, Chachi Building, Krishna Nagar, New Delhi",Krishna Nagar,"Pizza, Fast Food",700,3,Average,75
304994,F 2 Pastry Shop,"4 Post Office Block, Near Rupa Ice Cream Parlour, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food",150,3,Average,26
313132,Food Villa,"A-5/18  Krishna Nagar, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",700,3,Average,10
18423095,Goosebumps,"11, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Ice Cream, Desserts",300,3,Average,6
18378024,Gulab,"F-3/18, Krishna Nagar, New Delhi",Krishna Nagar,"Mithai, North Indian",500,3,Average,12
313508,Health Buzzz,"F-9/19, Krishna Nagar, New Delhi",Krishna Nagar,Healthy Food,350,3,Average,22
301213,Jain Dhaba,"412/C, Jheel Kuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,400,3,Average,30
8293,Jeeta Kulfi Walle,"D 3/1, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,Desserts,100,3,Average,12
309495,Kamal Meat House,"420/2, Jheel Khuranja Chowk, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,400,3,Average,15
305565,Katyani Rasoi,"14/13, Near Happy English School, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,300,3,Average,10
309489,Magic Masala,"C-7/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, South Indian",400,3,Average,11
3772,Masala Magic,"C-1/10, Lal Quarters, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, South Indian, Fast Food",400,3,Average,16
301204,Mother Sweets,"H-9, Vijay Chowk, Krishna Nagar, New Delhi",Krishna Nagar,Mithai,100,3,Average,15
18421495,Panj Taara,"C 1/10, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,600,3,Average,8
306656,Prince Fried N Grilled Chicken,"Shop 3, Block C, Shivpuri, Main Patparganj Road, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,450,3,Average,18
18126085,Punjabi's Veg Grill,"Shop 2, F-1/9, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Fast Food",400,3,Average,10
308942,Raja Chat Corner,"2/18, F Block, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,100,3,Average,20
309254,Rajshree,"C 1/9, Red Quarter, CCN Building, Main Market, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",550,3,Average,16
301417,Sachdeva Chicken Corner,"Main Khureji Khas Road, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,500,3,Average,39
301203,Shree Rathnam,"251/3, Post Office Block, Krishna Nagar, New Delhi",Krishna Nagar,"South Indian, North Indian, Chinese",800,3,Average,66
18014143,Sialkot,"13-A, Shivpuri, Opposite 14 Block, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,250,3,Average,7
309793,Singh-O-Singh Kebabs,"32, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Mughlai",500,3,Average,54
6131,Super Snacks,"Main Market, Krishna Nagar, New Delhi",Krishna Nagar,"South Indian, Fast Food, Street Food",500,3,Average,44
309498,Tandoori Night,"153, Jheel Khuranja Main Road, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Mughlai",600,3,Average,15
1274,The Chaupal Bar And Restaurant,"F3/11, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, North Indian",800,3,Average,14
18431416,The Grill Point,"A-2, Krishna Nagar Extension, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Mughlai, North Indian",350,3,Average,4
309481,The Roll Hut,"439, Near Bank of Baroda, Jheel Khurenja, Near Pal Motors, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Fast Food",200,3,Average,13
301207,Triveni,"472 B, Dayanand Marg, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, South Indian, Chinese, Fast Food",300,3,Average,31
18409201,Gokul Foods,"11, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",550,4,Good,22
308938,Papa Pizza,"J-2/1 , Near Pragati Eye Center, Krishna Nagar, New Delhi",Krishna Nagar,"Pizza, Fast Food",450,4,Good,21
18282453,Aalishaan,"59, Indra Park Extension, Som Bazar Road, Near, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, North Indian",300,1,Not rated,2
18434966,Amritsari Chaat Bhandar,"D-3/1, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,200,1,Not rated,1
18349764,Bansal Foods,"Near Police Chowki, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,600,1,Not rated,0
18421474,Bhatia Chinese Food,"9, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, South Indian, Fast Food",200,1,Not rated,0
18377904,Break Fast Junction,"32, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,200,1,Not rated,0
18421482,Breakfast Hut,"29, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,200,1,Not rated,0
18433869,Buddy 's. Pizza,"F1/1, Krishna Nagar, New Delhi",Krishna Nagar,Pizza,300,1,Not rated,0
18376495,Chai Garam,"E-7A/10, Sethi Chowk, Krishna Nagar, New Delhi",Krishna Nagar,"Beverages, Fast Food",150,1,Not rated,0
309483,Deepu Fish & Chicken,"A 11, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,500,1,Not rated,2
18217428,deliKitchen,"Baldev Park, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese, South Indian, Fast Food",350,1,Not rated,3
18323446,Dial A Cake,"C-1/15, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food",400,1,Not rated,2
18423892,Fuel Diet Cafe,"F-2/35, Vijay Chowk, Near Shiv Chowk, Krishna Nagar, New Delhi",Krishna Nagar,Healthy Food,350,1,Not rated,0
18432000,GO CHATZ With Breadz,"D6/9, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Fast Food",250,1,Not rated,1
18261956,Goldy Chat Bhandar,"X/3478, Street 4, Raghubarpura Main Road, Near Shani Mandir, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,100,1,Not rated,0
18378017,Green Chick Chop,"A-4/17, Krishna Nagar, New Delhi",Krishna Nagar,"Raw Meats, Fast Food",350,1,Not rated,2
18126099,Hungry Heights,"Shop 5, F-1/9, Krishna Nagar, New Delhi",Krishna Nagar,Fast Food,300,1,Not rated,2
18423101,Kebabish,"7/1, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,550,1,Not rated,0
18376513,Khalsa Dhaba,"Jheel Kuranja, Opposite 310, Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,350,1,Not rated,0
18432218,Khanna's Hot Pizza,"Shop 5, F-1/9, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,Pizza,350,1,Not rated,1
18255168,Lets Eat Veg,"C-7/1, Mandir Marg, Lal Quarter Market, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,450,1,Not rated,2
18384143,Mitra Da Dhabha,"2 Shiv Puri, Patparganj Road, Near Abhishek Banquet Hall, Krishna Nagar, New Delhi",Krishna Nagar,"Mughlai, North Indian",350,1,Not rated,0
18222598,Murliwala Bakers,"1, New Govind Park, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food",250,1,Not rated,0
18431979,Panjabi Chic-Shoppe,"F3/10, Krishna Nagar, New Delhi",Krishna Nagar,"Raw Meats, Street Food",300,1,Not rated,0
313225,Raj Petha Bhandar,"C8/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,Mithai,200,1,Not rated,1
18423103,Ramlal Sweets,"C 5, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,Mithai,100,1,Not rated,0
